Strategy,Trade_ID,Trade_Type,Entry_Date,Exit_Date,Profit_Loss,Target,Open,High,Low,Last,SMA3_At_Entry,SMA5_At_Entry,SMA7_At_Entry,SMA10_At_Entry,SMA15_At_Entry,SMA50_At_Entry,EMA3_At_Entry,EMA5_At_Entry,EMA7_At_Entry,EMA10_At_Entry,EMA15_At_Entry,EMA50_At_Entry,RSI5_At_Entry,RSI10_At_Entry,RSI15_At_Entry,ATR5_At_Entry,ATR15_At_Entry,BB3_High_At_Entry,BB3_Low_At_Entry,BB3_MAvg_At_Entry,BB5_High_At_Entry,BB5_Low_At_Entry,BB5_MAvg_At_Entry,BB10_High_At_Entry,BB10_Low_At_Entry,BB10_MAvg_At_Entry,BB15_High_At_Entry,BB15_Low_At_Entry,BB15_MAvg_At_Entry,MACD_At_Entry,ROC14_At_Entry,ROC15_At_Entry,Stoch5_K_At_Entry,Stoch5_D_At_Entry,Stoch7_K_At_Entry,Stoch7_D_At_Entry,Stoch21_K_At_Entry,Stoch21_D_At_Entry,Day_Of_Week_At_Entry
Strategy_4,Strategy_4_T48,long,1990-05-23,1990-05-23,0.0001999999999999,1.0,2.645,2.6471,2.6341,2.6452,2.6434,2.64304,2.642171428571429,2.63902,2.6409466666666668,2.644214,2.6440421595091936,2.642955929368096,2.642296012524884,2.642083357168878,2.6425751900206222,2.6338124528373696,61.16942539357088,52.50001784188156,52.07023043076688,0.0109463494301481,0.0119746082444638,2.648211098280696,2.6385889017193045,2.6434,2.646869569166421,2.639210430833579,2.64304,2.6496017956888043,2.628438204311196,2.63902,2.6601965832610097,2.621696750072324,2.6409466666666668,-0.0002340966698288,-0.7057057057057112,-0.3691148775894466,86.34146341463361,75.72884461238978,83.09859154929563,74.6478873239438,53.05263157894727,49.26315789473684,2.0
Strategy_4,Strategy_4_T50,long,1990-05-24,1990-05-24,-0.0125000000000001,0.0,2.645,2.6475,2.6315,2.6325,2.6409,2.6410400000000003,2.641457142857143,2.63902,2.638846666666667,2.644464,2.6382710797545967,2.6394706195787307,2.6398470093936632,2.640340928592718,2.6413157912680445,2.6337609840986493,32.05411934159844,41.16846333128496,44.95702419485411,0.0119570795441184,0.0122429676948329,2.652780516262625,2.6290194837373746,2.6409,2.650383746571927,2.631696253428073,2.6410400000000003,2.6496017956888043,2.628438204311196,2.63902,2.6540197773856047,2.623673555947729,2.638846666666667,-0.0009930575821837,-0.5665722379603446,-1.1824324324324438,6.249999999999306,58.25036260925948,23.47417840375526,62.91079812206548,26.31578947368372,43.999999999999794,3.0
Strategy_4,Strategy_4_T55,long,1990-05-31,1990-05-31,0.0053,1.0,2.6572,2.685,2.6562,2.6625,2.66,2.6574,2.6521000000000003,2.64922,2.6451466666666668,2.6487540000000003,2.659774096242331,2.6567636206852656,2.6543382063307237,2.651792460105627,2.649483032343812,2.638083617264729,75.61805699494462,63.82338835921425,59.77217712819134,0.0137913758250167,0.0127309838452751,2.66509901951359,2.6549009804864103,2.66,2.66489399759811,2.64990600240189,2.6574,2.6676423342711906,2.6307976657288097,2.64922,2.6649874820621053,2.625305851271228,2.6451466666666668,0.0037948465513717,1.2357414448669275,1.1396011396011492,34.40233236151613,75.10380775686906,57.94392523364501,82.95100538091204,65.38461538461542,77.1190518101273,3.0
Strategy_4,Strategy_4_T57,long,1990-06-01,1990-06-01,0.0015,1.0,2.666,2.677,2.6453,2.6675,2.663666666666667,2.6602,2.6552857142857142,2.65172,2.6476466666666667,2.649464,2.6636370481211653,2.660342413790177,2.6576286547480423,2.654648376450058,2.6517351533008355,2.6392372009014067,80.59563372692027,67.06198177804916,62.02998467801402,0.0173731006600133,0.0139955849222568,2.6692244440001773,2.6581088893331564,2.663666666666667,2.6699077288796347,2.6504922711203656,2.6602,2.672456016975288,2.630983983024712,2.65172,2.6686401090290466,2.626653224304287,2.6476466666666667,0.0048575712443232,1.3295346628680018,1.4258555133079882,55.91939546599461,63.44057594250359,67.28971962616815,75.07788161993774,73.07692307692295,75.86399108138242,4.0
Strategy_4,Strategy_4_T59,long,1990-06-04,1990-06-04,-0.0149999999999996,0.0,2.675,2.675,2.66,2.66,2.6633333333333336,2.6615,2.659214285714285,2.65372,2.64948,2.6497139999999995,2.6618185240605827,2.6602282758601183,2.658221491061032,2.655621398913684,2.6527682591382318,2.640051428317038,58.28515535469574,58.35521407683808,56.89771249408896,0.0168984805280106,0.0140625459274396,2.669569428977956,2.657097237688711,2.6633333333333336,2.6686833139984616,2.654316686001539,2.6615,2.673378646952408,2.634061353047592,2.65372,2.669649177805099,2.6293108221949013,2.64948,0.0050365427702048,0.8530805687203777,1.0446343779677227,37.02770780856421,42.449811878691655,37.02770780856421,54.08711755612581,61.53846153846165,66.66666666666667,0.0
Strategy_4,Strategy_4_T62,long,1990-06-07,1990-06-07,-0.0049999999999998,0.0,2.67,2.673,2.664,2.665,2.6606666666666663,2.6619,2.661857142857143,2.65965,2.653446666666667,2.650214,2.663227315507573,2.661808378032628,2.6604059415413728,2.658335086257006,2.6555888923523696,2.642405307838397,60.45194125237373,59.06290161673456,57.6401740955803,0.0157384220303414,0.0142285706740427,2.6758397422356537,2.645493591097679,2.6606666666666663,2.674929197979941,2.6488708020200598,2.6619,2.671191663658214,2.648108336341786,2.65965,2.674080602037538,2.632812731295796,2.653446666666667,0.0054361894430239,0.8514664143803203,0.8514664143803203,62.14511041009441,42.8812836547497,49.62216624685114,38.70696893366864,65.21739130434786,61.22630992196189,3.0
Strategy_4,Strategy_4_T67,long,1990-06-13,1990-06-13,-0.0074999999999998,0.0,2.67,2.67,2.6575,2.6625,2.6665,2.6667,2.664357142857143,2.66405,2.6598333333333333,2.650834,2.6653267072192235,2.665301654920025,2.664538598690825,2.6629307766499704,2.660237287729013,2.6460476183977537,47.64159881672486,53.95781754320847,54.71381259603888,0.0115544576636278,0.0128388201681783,2.672387840577555,2.660612159422445,2.6665,2.671938320341534,2.661461679658466,2.6667,2.675117520047386,2.6529824799526143,2.66405,2.6786222189368667,2.6410444477298,2.6598333333333333,0.0060810216404951,1.1396011396011492,0.6540148192953309,30.30303030303014,56.20143745143809,52.083333333334025,66.70495969155337,60.86956521739144,67.82608695652186,2.0
Strategy_4,Strategy_4_T70,long,1990-06-15,1990-06-15,-0.0015,0.0,2.6665,2.674,2.665,2.665,2.664166666666667,2.6659,2.6662142857142856,2.6640500000000005,2.6627666666666667,2.651254,2.665081676804806,2.665134068853345,2.6647404617635893,2.663614817426839,2.6613535484175257,2.6475049333998486,53.2019682778926,56.08927393621354,56.02948709881727,0.0122828529047217,0.0129849277909464,2.666523689270626,2.661809644062708,2.664166666666667,2.6706916594203385,2.661108340579661,2.6659,2.6748892804188884,2.6532107195811125,2.6640500000000005,2.673853395469881,2.6516799378634524,2.6627666666666667,0.0056646972718006,0.4333898624458203,0.4333898624458203,53.36787564766862,45.67959386612247,53.36787564766862,52.93969487622377,62.61682242990658,62.90125965054863,4.0
Strategy_4,Strategy_4_T73,long,1990-06-21,1990-06-21,-0.0019999999999997,0.0,2.667,2.6687,2.655,2.665,2.6648333333333336,2.6629,2.6631428571428573,2.6648,2.6638333333333333,2.6526239999999994,2.664880104800301,2.6642980876747355,2.6640038179798857,2.6634442877629594,2.662038786560176,2.649732748305392,52.97504639323248,54.16993199898854,54.574554515345184,0.0123150565497741,0.0128042762670024,2.672593631151217,2.65707303551545,2.6648333333333336,2.672827738916818,2.6529722610831823,2.6629,2.673599999999959,2.656000000000041,2.6648,2.674589210279885,2.6530774563867814,2.6638333333333333,0.0043719026586095,-0.0937207122774113,0.0938967136150214,52.631578947369285,52.25888555585948,53.36787564766862,52.50431778929261,62.61682242990658,62.30529595015597,3.0
Strategy_4,Strategy_4_T94,long,1990-08-09,1990-08-09,0.0034,1.0,2.5906,2.594,2.5905,2.594,2.5853333333333333,2.5831,2.585,2.58815,2.5907666666666667,2.634806,2.589443318546243,2.587740566457374,2.5880129242974594,2.590128858640469,2.5953940558373367,2.6209082287586307,55.72712387926657,46.62258138147509,43.81807112876819,0.0245082566816672,0.022160736841036,2.6098463684144453,2.560820298252221,2.5853333333333333,2.603578281177862,2.562621718822138,2.5831,2.606858554193206,2.5694414458067936,2.58815,2.610686059785496,2.5708472735478374,2.5907666666666667,-0.0147757967375765,-0.4222648752399279,-1.3313046785850189,73.076923076923,46.756021756021454,59.61538461538397,42.94871794871747,34.48275862068945,24.842417500926786,3.0
Strategy_4,Strategy_4_T96,long,1990-08-10,1990-08-10,0.0,0.0,2.5955,2.601,2.5941,2.5955,2.5945,2.5871,2.585785714285714,2.58795,2.590133333333333,2.633366,2.592471659273121,2.5903270443049164,2.5898846932230946,2.5911054297967477,2.59540729885767,2.6199118276308413,57.28058378851664,47.53070030743065,44.4839360674584,0.0210066053453338,0.0211500210516336,2.595914213562057,2.593085786437943,2.5945,2.60788845833629,2.56631154166371,2.5871,2.606293663756189,2.569606336243811,2.58795,2.608764728581385,2.571501938085281,2.590133333333333,-0.0134102715085546,0.4061895551257235,-0.3646833013435725,84.5070422535209,71.71990763540028,60.60606060606009,59.94560994560937,39.92628992628966,36.29726905588952,4.0
Strategy_4,Strategy_4_T99,long,1990-08-14,1990-08-14,-0.0024999999999999,0.0,2.586,2.5874,2.583,2.5835,2.5883333333333334,2.5906,2.5864285714285717,2.586,2.5886,2.6305560000000003,2.5863679148182803,2.587089797468852,2.587560139937991,2.588963138954847,2.592889963187904,2.617206189212476,41.83635325364396,41.16178644829717,40.326302436014615,0.0164842274210136,0.0195573516716452,2.598672041612798,2.577994625053868,2.5883333333333334,2.6003447421720494,2.5808552578279502,2.5906,2.6026252819525006,2.569374718047499,2.586,2.604926665305574,2.572273334694426,2.5886,-0.0126331360377762,-0.1545893719806765,-0.9204218600191764,23.913043478260995,54.32184675907865,50.70422535211229,54.62479617409159,25.786163522012284,31.32266056794328,1.0
Strategy_4,Strategy_4_T103,long,1990-09-03,1990-09-03,-0.0089999999999998,0.0,2.589,2.5901,2.58,2.58,2.5708333333333333,2.5622,2.560142857142857,2.55955,2.5641666666666665,2.601986,2.571961753412769,2.567344650622183,2.5654165875612165,2.565080899155769,2.56741848728245,2.5937624053346484,76.37403885214837,57.755189192952045,50.58838391184823,0.0164777341223842,0.0168714612910216,2.587332491560979,2.554334175105688,2.5708333333333333,2.586911131095099,2.5374888689049007,2.5622,2.579587215375401,2.5395127846245997,2.55955,2.586550192354596,2.541783140978737,2.5641666666666665,-0.0105459703122559,-0.1354751306367267,-0.2320185614849104,76.83486238532114,72.37778994933593,76.83486238532114,64.91510338217152,61.46788990825704,42.00116843741123,0.0
Strategy_3,Strategy_3_T105,long,1990-09-04,1990-09-04,-0.0059999999999997,0.0,2.581,2.581,2.5684,2.575,2.575833333333333,2.5673,2.563,2.5604500000000003,2.5636,2.600336,2.573480876706385,2.5698964337481223,2.567812440670912,2.566884372036538,2.568366176372144,2.5930266247332896,64.97371316797094,53.44961453367543,48.1329426678224,0.0157021872979073,0.0165866972049535,2.582069428977856,2.5695972376888103,2.575833333333333,2.5898530485744,2.5447469514256,2.5673,2.5822923899791257,2.538607610020875,2.5604500000000003,2.584369207977195,2.542830792022805,2.5636,-0.0090259336710674,0.0,-0.3290110315463414,65.36697247706454,80.73394495412857,65.36697247706454,73.27125838696413,52.29357798165174,52.86301803226837,1.0
Strategy_4,Strategy_4_T108,long,1990-09-06,1990-09-06,0.0060000000000002,1.0,2.558,2.5647,2.5567,2.564,2.568,2.5713,2.5665,2.5625,2.5620666666666665,2.5965140000000004,2.5666202191765963,2.5668428594436103,2.566331997877388,2.5660796209500787,2.5674522287849224,2.5908323437080467,45.761908569610725,45.14055315739394,43.16263193124854,0.0142213998706606,0.0159790784540928,2.5779331096170983,2.558066890382902,2.568,2.5834260051129494,2.5591739948870504,2.5713,2.5829058815051003,2.5420941184949,2.5625,2.5805052735072658,2.543628059826067,2.5620666666666665,-0.0081238046191671,-0.0974089226573133,-0.5044625533566124,40.13761467889917,49.311926605504674,40.13761467889917,49.31192660550469,32.1100917431194,39.44954128440381,3.0
Strategy_4,Strategy_4_T110,long,1990-09-07,1990-09-07,0.0114999999999998,1.0,2.5712,2.5827,2.5623,2.5827,2.5705666666666667,2.57334,2.571314285714286,2.56527,2.563146666666667,2.595068,2.574660109588298,2.572128572962407,2.570423998408041,2.569101508050064,2.569358200186807,2.590513428268516,69.32168259240923,58.53414619250655,52.64417323705835,0.0154571198965285,0.0162738065571533,2.587745206250138,2.5533881270831955,2.5705666666666667,2.5886112016553806,2.5580687983446198,2.57334,2.5882139403764954,2.5423260596235044,2.56527,2.5842085901833403,2.5420847431499936,2.563146666666667,-0.0062213352366797,0.6900584795321657,0.6312098188194035,77.8443113772452,53.47103957223157,83.02752293577969,55.19877675840974,66.42201834862388,44.15902140672787,4.0
Strategy_4,Strategy_4_T112,long,1990-09-10,1990-09-10,0.0006999999999997,1.0,2.575,2.5785,2.5729,2.5757,2.5741333333333336,2.57248,2.573557142857143,2.56734,2.56386,2.593582,2.575180054794149,2.5733190486416047,2.571742998806031,2.5703012338591438,2.5701509251634564,2.589932509512888,57.61197765651806,53.13821322705086,49.34284415283788,0.0143256959172228,0.0158422194533431,2.589561734272973,2.5587049323936943,2.5741333333333336,2.586594616537451,2.558365383462548,2.57248,2.589936672321388,2.544743327678612,2.56734,2.585829894552925,2.541890105447074,2.56386,-0.0052183026978451,0.3780202650038988,0.4171539961013619,73.07692307692243,63.686283044355605,66.97247706421982,63.37920489296625,66.97247706421982,55.16819571865437,0.0
Strategy_4,Strategy_4_T114,long,1990-09-11,1990-09-11,0.0099,1.0,2.5776,2.5884,2.5761,2.5875,2.5819666666666667,2.57498,2.5757,2.57114,2.565293333333333,2.592382,2.581340027397075,2.578046032427737,2.5756822491045237,2.57342828224839,2.572319559518024,2.5898371169829706,68.73890066545778,60.03813902382594,54.49666083209138,0.0140005567337782,0.0156327381564535,2.591656982565597,2.5722763507677366,2.5819666666666667,2.593678192425989,2.5562818075740106,2.57498,2.593233293099947,2.5490467069000533,2.57114,2.5902385497529643,2.5403481169137025,2.565293333333333,-0.0034316726153074,1.0742187499999944,0.8378799688230739,97.16088328075668,82.69403924497479,92.21556886227496,80.73852295409152,94.03669724770609,75.81039755351658,1.0
Strategy_4,Strategy_4_T116,long,1990-09-12,1990-09-12,0.0154999999999998,1.0,2.567,2.5928,2.567,2.5825,2.5819,2.57848,2.5760571428571426,2.57449,2.566793333333333,2.591132,2.5819200136985376,2.579530688285158,2.577386686828393,2.5750776854759554,2.573592114578271,2.589549386905207,60.34826731601691,56.14598708409412,52.0906416176787,0.0163604453870225,0.01631055561269,2.591571952577711,2.5722280474222883,2.5819,2.594795097302786,2.562164902697214,2.57848,2.591775010847557,2.557204989152443,2.57449,2.592960943507406,2.540625723159261,2.566793333333333,-0.0023916442302387,1.3341181086913794,0.8789062499999987,71.46814404432124,80.56865013400012,71.46814404432124,76.8853966569387,77.75377969762424,79.58765133651671,2.0
Strategy_4,Strategy_4_T118,long,1990-09-13,1990-09-13,-0.0049999999999998,0.0,2.59,2.5949,2.585,2.585,2.5850000000000004,2.58268,2.5774857142857144,2.57699,2.5692266666666668,2.589908,2.583460006849269,2.581353792190105,2.5792900151212947,2.5768817426621453,2.575018100255987,2.589370979575591,63.158904062551024,57.670507077772456,53.19759815028077,0.015568356309618,0.0160498519051773,2.5890824829045025,2.5809175170954983,2.5850000000000004,2.590547299409544,2.5748127005904555,2.58268,2.592286130229576,2.561693869770424,2.57699,2.594921331914968,2.5435320014183658,2.5692266666666668,-0.0013501217720763,1.174168297455961,1.432215028448097,69.6319018404907,79.42030972185621,74.08376963350766,79.25582751336798,79.5454545454545,83.7786438302616,3.0
Strategy_4,Strategy_4_T124,long,1990-09-24,1990-09-24,-0.0139999999999997,0.0,2.581,2.5918,2.5656,2.567,2.5743333333333336,2.5706,2.569714285714286,2.5743,2.5736933333333334,2.5797980000000003,2.57154265630351,2.571980011614236,2.572187088810441,2.572258670990213,2.5722364298530183,2.5846247691627067,42.20101749365056,46.15559459089043,46.22458947651325,0.0175220857571427,0.0163444397008113,2.58520633762014,2.5634603290465274,2.5743333333333336,2.586238414241837,2.554961585758162,2.5706,2.5925767612010486,2.5560232387989514,2.5743,2.5907826620373995,2.5566040046292677,2.5736933333333334,-0.0020237633673967,-0.3106796116504857,-0.5038759689922442,31.49171270718252,52.92147999330308,31.49171270718252,48.49554121621954,42.35537190082683,57.506887052341845,0.0
Strategy_4,Strategy_4_T132,long,1990-10-10,1990-10-10,0.0020000000000002,1.0,2.538,2.5411,2.5368,2.54,2.5404,2.54544,2.552742857142857,2.5570700000000004,2.56168,2.569132,2.5418428570938243,2.5458327429151533,2.5492726637878724,2.553153912570647,2.557396430511626,2.5741325253555405,22.5262870539614,31.723875545817407,36.183220352041744,0.0115030137004773,0.0140815933982635,2.545169346565821,2.535630653434179,2.5404,2.5597947065452127,2.531085293454788,2.54544,2.5827444308603,2.531395569139701,2.5570700000000004,2.5873844950673344,2.535975504932665,2.56168,-0.0079914789346013,-1.3975155279503118,-1.2633624878522742,18.26625386996922,9.21375128998981,12.190082644628133,6.542699724517978,9.703947368421083,6.930350553505384,2.0
Strategy_3,Strategy_3_T139,long,1990-10-29,1990-10-29,0.0135,1.0,2.5355,2.549,2.5337,2.549,2.5396,2.53836,2.5381142857142858,2.53753,2.5373333333333337,2.557708,2.542768132672985,2.540482085267516,2.5396128803767004,2.5396566755298484,2.541426305152454,2.5592084801991564,68.8874027335915,55.21205306258358,50.28754925965644,0.0126503071951384,0.013040687264129,2.555286937240846,2.5239130627591533,2.5396,2.5510278174915464,2.525692182508453,2.53836,2.5483426037567445,2.526717396243255,2.53753,2.547718108514111,2.526948558152556,2.5373333333333337,-0.0067540150010776,0.4452851006817144,0.2162374680558309,83.53909465020558,46.47205075445775,84.37499999999989,48.021640826873046,39.42133815551511,22.423146473779088,0.0
Strategy_4,Strategy_4_T140,long,1990-10-29,1990-10-29,0.0135,1.0,2.5355,2.549,2.5337,2.549,2.5396,2.53836,2.5381142857142858,2.53753,2.5373333333333337,2.557708,2.542768132672985,2.540482085267516,2.5396128803767004,2.5396566755298484,2.541426305152454,2.5592084801991564,68.8874027335915,55.21205306258358,50.28754925965644,0.0126503071951384,0.013040687264129,2.555286937240846,2.5239130627591533,2.5396,2.5510278174915464,2.525692182508453,2.53836,2.5483426037567445,2.526717396243255,2.53753,2.547718108514111,2.526948558152556,2.5373333333333337,-0.0067540150010776,0.4452851006817144,0.2162374680558309,83.53909465020558,46.47205075445775,84.37499999999989,48.021640826873046,39.42133815551511,22.423146473779088,0.0
Strategy_4,Strategy_4_T142,long,1990-10-30,1990-10-30,-0.0052999999999996,0.0,2.55,2.5513,2.5447,2.5447,2.544566666666667,2.5397000000000003,2.5395,2.5377,2.5378,2.557282,2.5437340663364925,2.54188805684501,2.540884660282525,2.5405736436153306,2.541835517008397,2.5586395201913463,58.817484026086014,51.141423884795465,47.87942180458166,0.0114402457561106,0.012611308113187,2.551917554745931,2.5372157785874028,2.544566666666667,2.553314110327125,2.526085889672875,2.5397000000000003,2.5488978569378418,2.5265021430621584,2.5377,2.548818529847477,2.526781470152523,2.5378,-0.0058952554551114,0.185039370078746,0.2758403278559371,70.79646017699206,66.94587081345543,65.84362139917765,66.61034149998429,31.645569620253347,31.404460518384507,1.0
