Trade_ID,Strategy,Profit_Loss,Predicted_Confidence,Allocated_Capital,Strat_Cum,Total_Cum,Entry_Date
Strategy_4_T0,strategy_1,0.0124999999999997,0.48172316067574306,100.0,26.24999999999997,101.24999999999997,1990-01-03
Strategy_2_T7,strategy_2,-0.0184999999999999,0.414136713260397,100.0,23.15000000000001,99.39999999999998,1990-01-23
Strategy_4_T19,strategy_1,0.0030000000000001,0.45488249968854316,100.0,26.549999999999983,99.69999999999999,1990-02-12
Strategy_4_T23,strategy_1,0.0070000000000001,0.4591785824246816,100.0,27.249999999999993,100.4,1990-02-16
Strategy_3_T30,strategy_3,0.0019999999999997,0.5461427039976106,100.0,25.19999999999997,100.59999999999998,1990-02-27
Strategy_4_T37,strategy_1,-0.0024999999999999,0.5100178810641707,100.0,27.000000000000004,100.34999999999998,1990-03-02
Strategy_2_T39,strategy_2,0.0084999999999997,0.4813080541873337,100.0,23.99999999999998,101.19999999999996,1990-03-06
Strategy_2_T81,strategy_2,-0.0024999999999999,0.5172494653832086,100.0,23.74999999999999,100.94999999999996,1990-05-01
Strategy_1_T87,strategy_4,-0.0046000000000003,0.43623158690096514,100.0,24.53999999999997,100.48999999999992,1990-05-10
Strategy_4_T93,strategy_1,0.0001999999999999,0.4669116690782468,100.0,27.019999999999992,100.50999999999993,1990-05-23
Strategy_4_T95,strategy_1,-0.0125000000000001,0.4778690598863692,100.0,25.769999999999982,99.2599999999999,1990-05-24
Strategy_2_T99,strategy_2,0.0053,0.5227879132612034,100.0,24.27999999999999,99.7899999999999,1990-05-31
Strategy_4_T107,strategy_1,-0.0049999999999998,0.538860156225209,100.0,25.270000000000003,99.28999999999994,1990-06-07
Strategy_2_T111,strategy_2,-0.0074999999999998,0.5550254872773877,100.0,23.530000000000012,98.53999999999996,1990-06-13
Strategy_4_T118,strategy_1,-0.0019999999999997,0.4496819514242613,100.0,25.070000000000032,98.33999999999997,1990-06-21
Strategy_4_T132,strategy_1,-0.0005000000000001,0.42144174791747807,100.0,25.02000000000002,98.28999999999996,1990-07-16
Strategy_2_T149,strategy_2,-0.0059999999999997,0.4420246847854048,100.0,22.930000000000042,97.69,1990-09-04
Strategy_4_T172,strategy_1,-0.0060000000000002,0.43123513966858107,100.0,24.42,97.08999999999997,1990-10-02
Strategy_4_T180,strategy_1,0.0030000000000001,0.45602207989604543,100.0,24.720000000000013,97.38999999999999,1990-10-16
Strategy_2_T217,strategy_2,0.0049999999999998,0.596589201730429,100.0,23.43000000000002,97.88999999999999,1990-12-24
Strategy_2_T221,strategy_2,0.0,0.48447173888533646,100.0,23.43000000000002,97.88999999999999,1990-12-26
Strategy_2_T222,strategy_2,0.0,0.4823944246794222,100.0,23.43000000000002,97.88999999999999,1990-12-27
Strategy_4_T229,strategy_1,-0.0180000000000002,0.5360143888478174,100.0,22.919999999999995,96.08999999999995,1991-01-08
Strategy_4_T234,strategy_1,-0.0099999999999997,0.47741578048868033,100.0,21.920000000000023,95.08999999999997,1991-01-14
Strategy_4_T239,strategy_1,-0.0135,0.4227584119839099,100.0,20.57000000000002,93.73999999999998,1991-01-18
Strategy_4_T248,strategy_1,0.0009999999999998,0.4540035184532284,100.0,20.67,93.83999999999997,1991-02-15
Strategy_2_T251,strategy_2,-0.0115000000000002,0.42276159669369157,100.0,22.28,92.68999999999994,1991-02-19
Strategy_2_T257,strategy_2,-0.0009999999999998,0.5005690725217468,100.0,22.18000000000002,92.58999999999997,1991-02-26
Strategy_2_T265,strategy_2,-0.0049999999999998,0.5258641719449366,100.0,21.680000000000042,92.08999999999997,1991-03-05
Strategy_2_T274,strategy_2,0.0035000000000002,0.6222214855537147,100.0,22.03000000000006,92.44,1991-03-15
Strategy_2_T286,strategy_2,0.0060000000000002,0.5249043128558188,100.0,22.63000000000008,93.04000000000002,1991-03-26
Strategy_2_T291,strategy_2,0.0,0.5935113090223447,100.0,22.63000000000008,93.04000000000002,1991-03-29
Strategy_2_T315,strategy_2,-0.0150000000000001,0.5117476216758267,100.0,21.13000000000007,91.54000000000002,1991-05-01
Strategy_4_T319,strategy_1,0.0049999999999998,0.5297547293871961,100.0,21.16999999999998,92.03999999999999,1991-05-06
Strategy_4_T333,strategy_1,-0.0133999999999998,0.5214951332616473,100.0,19.830000000000002,90.70000000000002,1991-05-21
Strategy_2_T334,strategy_2,0.0,0.48939405715462997,100.0,21.13000000000007,90.70000000000002,1991-05-22
Strategy_2_T353,strategy_2,0.0129999999999999,0.5360654926416569,100.0,22.43000000000006,92.0,1991-06-13
Strategy_2_T360,strategy_2,-0.0215,0.48423767324108213,100.0,20.28000000000006,89.85,1991-06-19
Strategy_4_T411,strategy_1,-0.0324999999999997,0.4798339202588712,100.0,16.58000000000003,86.60000000000002,1991-08-28
Strategy_2_T416,strategy_2,-0.0030000000000001,0.4707492336867344,100.0,19.98000000000005,86.30000000000001,1991-09-03
Strategy_4_T448,strategy_1,0.0024999999999999,0.537954065511441,100.0,16.83000000000002,86.55000000000001,1991-10-25
Strategy_4_T474,strategy_1,0.004,0.44531472874629774,100.0,17.230000000000018,86.95000000000002,1991-12-05
Strategy_4_T487,strategy_1,0.0075000000000002,0.3962051916556756,100.0,17.98000000000004,87.70000000000005,1992-01-08
Strategy_2_T496,strategy_2,-0.0049999999999998,0.5020359055947006,100.0,19.48000000000007,87.20000000000005,1992-01-16
Strategy_2_T513,strategy_2,-0.004,0.5030701276326035,100.0,19.080000000000073,86.80000000000007,1992-02-03
