Features,Validation Report,Validation ROC AUC,Test Report,Test ROC AUC
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch7_D_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5200803212851406, 'recall': 0.5704845814977973, 'f1-score': 0.5441176470588236, 'support': 454.0}, '1.0': {'precision': 0.544392523364486, 'recall': 0.4936440677966102, 'f1-score': 0.5177777777777779, 'support': 472.0}, 'accuracy': 0.531317494600432, 'macro avg': {'precision': 0.5322364223248133, 'recall': 0.5320643246472038, 'f1-score': 0.5309477124183007, 'support': 926.0}, 'weighted avg': {'precision': 0.5324727180253684, 'recall': 0.531317494600432, 'f1-score': 0.5306917093691329, 'support': 926.0}}",0.5320643246472038,"{'0.0': {'precision': 0.5, 'recall': 0.5227765726681128, 'f1-score': 0.511134676564157, 'support': 461.0}, '1.0': {'precision': 0.5056179775280899, 'recall': 0.48283261802575106, 'f1-score': 0.49396267837541163, 'support': 466.0}, 'accuracy': 0.5026968716289104, 'macro avg': {'precision': 0.502808988764045, 'recall': 0.502804595346932, 'f1-score': 0.5025486774697843, 'support': 927.0}, 'weighted avg': {'precision': 0.5028241397282524, 'recall': 0.5026968716289104, 'f1-score': 0.5025023667950574, 'support': 927.0}}",0.502804595346932
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch21_K_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5273833671399595, 'recall': 0.5726872246696035, 'f1-score': 0.5491024287222809, 'support': 454.0}, '1.0': {'precision': 0.5519630484988453, 'recall': 0.5063559322033898, 'f1-score': 0.5281767955801104, 'support': 472.0}, 'accuracy': 0.5388768898488121, 'macro avg': {'precision': 0.5396732078194024, 'recall': 0.5395215784364966, 'f1-score': 0.5386396121511956, 'support': 926.0}, 'weighted avg': {'precision': 0.5399121032105795, 'recall': 0.5388768898488121, 'f1-score': 0.5384362312675245, 'support': 926.0}}",0.5395215784364966,"{'0.0': {'precision': 0.5, 'recall': 0.5206073752711496, 'f1-score': 0.5100956429330499, 'support': 461.0}, '1.0': {'precision': 0.5055928411633109, 'recall': 0.48497854077253216, 'f1-score': 0.4950711938663746, 'support': 466.0}, 'accuracy': 0.5026968716289104, 'macro avg': {'precision': 0.5027964205816555, 'recall': 0.5027929580218409, 'f1-score': 0.5025834183997122, 'support': 927.0}, 'weighted avg': {'precision': 0.5028115037563138, 'recall': 0.5026968716289104, 'f1-score': 0.5025428993892843, 'support': 927.0}}",0.502792958021841
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch21_K_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5211864406779662, 'recall': 0.5418502202643172, 'f1-score': 0.531317494600432, 'support': 454.0}, '1.0': {'precision': 0.5418502202643172, 'recall': 0.5211864406779662, 'f1-score': 0.531317494600432, 'support': 472.0}, 'accuracy': 0.531317494600432, 'macro avg': {'precision': 0.5315183304711417, 'recall': 0.5315183304711417, 'f1-score': 0.531317494600432, 'support': 926.0}, 'weighted avg': {'precision': 0.5317191663418513, 'recall': 0.531317494600432, 'f1-score': 0.531317494600432, 'support': 926.0}}",0.5315183304711417,"{'0.0': {'precision': 0.5042553191489362, 'recall': 0.5140997830802603, 'f1-score': 0.5091299677765844, 'support': 461.0}, '1.0': {'precision': 0.5098468271334792, 'recall': 0.5, 'f1-score': 0.5048754062838571, 'support': 466.0}, 'accuracy': 0.5070118662351673, 'macro avg': {'precision': 0.5070510731412077, 'recall': 0.5070498915401301, 'f1-score': 0.5070026870302207, 'support': 927.0}, 'weighted avg': {'precision': 0.507066152720454, 'recall': 0.5070118662351673, 'f1-score': 0.5069912130240375, 'support': 927.0}}",0.5070498915401301
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch21_D_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5252525252525253, 'recall': 0.5726872246696035, 'f1-score': 0.5479452054794521, 'support': 454.0}, '1.0': {'precision': 0.5498839907192575, 'recall': 0.5021186440677966, 'f1-score': 0.5249169435215947, 'support': 472.0}, 'accuracy': 0.5367170626349892, 'macro avg': {'precision': 0.5375682579858914, 'recall': 0.5374029343687001, 'f1-score': 0.5364310745005234, 'support': 926.0}, 'weighted avg': {'precision': 0.5378076566783326, 'recall': 0.5367170626349892, 'f1-score': 0.5362072576996371, 'support': 926.0}}",0.5374029343687001,"{'0.0': {'precision': 0.4968553459119497, 'recall': 0.5140997830802603, 'f1-score': 0.5053304904051172, 'support': 461.0}, '1.0': {'precision': 0.5022222222222222, 'recall': 0.48497854077253216, 'f1-score': 0.4934497816593887, 'support': 466.0}, 'accuracy': 0.4994606256742179, 'macro avg': {'precision': 0.49953878406708596, 'recall': 0.49953916192639625, 'f1-score': 0.49939013603225296, 'support': 927.0}, 'weighted avg': {'precision': 0.499553257843543, 'recall': 0.4994606256742179, 'f1-score': 0.49935809528590525, 'support': 927.0}}",0.49953916192639625
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_D_At_Entry', 'Stoch7_K_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5203252032520326, 'recall': 0.5638766519823789, 'f1-score': 0.5412262156448203, 'support': 454.0}, '1.0': {'precision': 0.543778801843318, 'recall': 0.5, 'f1-score': 0.520971302428256, 'support': 472.0}, 'accuracy': 0.531317494600432, 'macro avg': {'precision': 0.5320520025476753, 'recall': 0.5319383259911894, 'f1-score': 0.5310987590365381, 'support': 926.0}, 'weighted avg': {'precision': 0.5322799532899232, 'recall': 0.531317494600432, 'f1-score': 0.5309018970290337, 'support': 926.0}}",0.5319383259911894,"{'0.0': {'precision': 0.48879837067209775, 'recall': 0.5206073752711496, 'f1-score': 0.504201680672269, 'support': 461.0}, '1.0': {'precision': 0.49311926605504586, 'recall': 0.4613733905579399, 'f1-score': 0.47671840354767187, 'support': 466.0}, 'accuracy': 0.49083063646170444, 'macro avg': {'precision': 0.4909588183635718, 'recall': 0.4909903829145448, 'f1-score': 0.4904600421099704, 'support': 927.0}, 'weighted avg': {'precision': 0.49097047126374155, 'recall': 0.49083063646170444, 'f1-score': 0.4903859232396236, 'support': 927.0}}",0.4909903829145448
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_D_At_Entry', 'Stoch7_K_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5229540918163673, 'recall': 0.5770925110132159, 'f1-score': 0.5486910994764398, 'support': 454.0}, '1.0': {'precision': 0.548235294117647, 'recall': 0.4936440677966102, 'f1-score': 0.5195094760312152, 'support': 472.0}, 'accuracy': 0.5345572354211663, 'macro avg': {'precision': 0.5355946929670072, 'recall': 0.535368289404913, 'f1-score': 0.5341002877538275, 'support': 926.0}, 'weighted avg': {'precision': 0.5358404065962853, 'recall': 0.5345572354211663, 'f1-score': 0.5338166650637551, 'support': 926.0}}",0.5353682894049131,"{'0.0': {'precision': 0.5071574642126789, 'recall': 0.5379609544468547, 'f1-score': 0.5221052631578946, 'support': 461.0}, '1.0': {'precision': 0.5136986301369864, 'recall': 0.48283261802575106, 'f1-score': 0.497787610619469, 'support': 466.0}, 'accuracy': 0.5102481121898598, 'macro avg': {'precision': 0.5104280471748326, 'recall': 0.5103967862363028, 'f1-score': 0.5099464368886818, 'support': 927.0}, 'weighted avg': {'precision': 0.5104456878596338, 'recall': 0.5102481121898598, 'f1-score': 0.5098808553014692, 'support': 927.0}}",0.5103967862363029
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_D_At_Entry', 'Stoch7_D_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5204918032786885, 'recall': 0.5594713656387665, 'f1-score': 0.5392781316348196, 'support': 454.0}, '1.0': {'precision': 0.54337899543379, 'recall': 0.5042372881355932, 'f1-score': 0.523076923076923, 'support': 472.0}, 'accuracy': 0.531317494600432, 'macro avg': {'precision': 0.5319353993562392, 'recall': 0.5318543268871798, 'f1-score': 0.5311775273558713, 'support': 926.0}, 'weighted avg': {'precision': 0.5321578450683299, 'recall': 0.531317494600432, 'f1-score': 0.5310200642057405, 'support': 926.0}}",0.5318543268871798,"{'0.0': {'precision': 0.4978723404255319, 'recall': 0.5075921908893709, 'f1-score': 0.5026852846401718, 'support': 461.0}, '1.0': {'precision': 0.5032822757111597, 'recall': 0.49356223175965663, 'f1-score': 0.49837486457204766, 'support': 466.0}, 'accuracy': 0.5005393743257821, 'macro avg': {'precision': 0.5005773080683458, 'recall': 0.5005772113245137, 'f1-score': 0.5005300746061098, 'support': 927.0}, 'weighted avg': {'precision': 0.5005918979693318, 'recall': 0.5005393743257821, 'f1-score': 0.5005184499565194, 'support': 927.0}}",0.5005772113245138
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_D_At_Entry', 'Stoch21_K_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5274949083503055, 'recall': 0.5704845814977973, 'f1-score': 0.548148148148148, 'support': 454.0}, '1.0': {'precision': 0.5517241379310345, 'recall': 0.5084745762711864, 'f1-score': 0.5292171995589857, 'support': 472.0}, 'accuracy': 0.5388768898488121, 'macro avg': {'precision': 0.53960952314067, 'recall': 0.5394795788844919, 'f1-score': 0.5386826738535668, 'support': 926.0}, 'weighted avg': {'precision': 0.5398450124130529, 'recall': 0.5388768898488121, 'f1-score': 0.5384986797528083, 'support': 926.0}}",0.5394795788844918,"{'0.0': {'precision': 0.48812095032397407, 'recall': 0.49023861171366595, 'f1-score': 0.48917748917748916, 'support': 461.0}, '1.0': {'precision': 0.49353448275862066, 'recall': 0.49141630901287553, 'f1-score': 0.49247311827956985, 'support': 466.0}, 'accuracy': 0.49083063646170444, 'macro avg': {'precision': 0.49082771654129737, 'recall': 0.49082746036327074, 'f1-score': 0.4908253037285295, 'support': 927.0}, 'weighted avg': {'precision': 0.4908423161433326, 'recall': 0.49083063646170444, 'f1-score': 0.49083419161715425, 'support': 927.0}}",0.49082746036327074
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_D_At_Entry', 'Stoch21_D_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5206611570247934, 'recall': 0.5550660792951542, 'f1-score': 0.5373134328358209, 'support': 454.0}, '1.0': {'precision': 0.5429864253393665, 'recall': 0.5084745762711864, 'f1-score': 0.5251641137855579, 'support': 472.0}, 'accuracy': 0.531317494600432, 'macro avg': {'precision': 0.53182379118208, 'recall': 0.5317703277831702, 'f1-score': 0.5312387733106894, 'support': 926.0}, 'weighted avg': {'precision': 0.5320407754313576, 'recall': 0.531317494600432, 'f1-score': 0.5311206913760756, 'support': 926.0}}",0.5317703277831702,"{'0.0': {'precision': 0.4948665297741273, 'recall': 0.5227765726681128, 'f1-score': 0.508438818565401, 'support': 461.0}, '1.0': {'precision': 0.5, 'recall': 0.4721030042918455, 'f1-score': 0.4856512141280353, 'support': 466.0}, 'accuracy': 0.49730312837108953, 'macro avg': {'precision': 0.49743326488706363, 'recall': 0.49743978847997916, 'f1-score': 0.49704501634671816, 'support': 927.0}, 'weighted avg': {'precision': 0.49744710919727364, 'recall': 0.49730312837108953, 'f1-score': 0.49698356110282016, 'support': 927.0}}",0.49743978847997916
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch7_K_At_Entry', 'Stoch21_K_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5225409836065574, 'recall': 0.5616740088105727, 'f1-score': 0.5414012738853504, 'support': 454.0}, '1.0': {'precision': 0.545662100456621, 'recall': 0.5063559322033898, 'f1-score': 0.5252747252747253, 'support': 472.0}, 'accuracy': 0.5334773218142549, 'macro avg': {'precision': 0.5341015420315892, 'recall': 0.5340149705069812, 'f1-score': 0.5333379995800378, 'support': 926.0}, 'weighted avg': {'precision': 0.5343262613098295, 'recall': 0.5334773218142549, 'f1-score': 0.5331812620665437, 'support': 926.0}}",0.5340149705069812,"{'0.0': {'precision': 0.5031315240083507, 'recall': 0.5227765726681128, 'f1-score': 0.5127659574468085, 'support': 461.0}, '1.0': {'precision': 0.5089285714285714, 'recall': 0.4892703862660944, 'f1-score': 0.49890590809628005, 'support': 466.0}, 'accuracy': 0.505933117583603, 'macro avg': {'precision': 0.506030047718461, 'recall': 0.5060234794671037, 'f1-score': 0.5058359327715443, 'support': 927.0}, 'weighted avg': {'precision': 0.50604568161118, 'recall': 0.505933117583603, 'f1-score': 0.5057985539976755, 'support': 927.0}}",0.5060234794671037
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI10_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch7_K_At_Entry', 'Stoch21_K_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.519916142557652, 'recall': 0.5462555066079295, 'f1-score': 0.5327604726100966, 'support': 454.0}, '1.0': {'precision': 0.5412026726057907, 'recall': 0.5148305084745762, 'f1-score': 0.527687296416938, 'support': 472.0}, 'accuracy': 0.5302375809935205, 'macro avg': {'precision': 0.5305594075817213, 'recall': 0.5305430075412529, 'f1-score': 0.5302238845135173, 'support': 926.0}, 'weighted avg': {'precision': 0.5307662961027075, 'recall': 0.5302375809935205, 'f1-score': 0.5301745771855061, 'support': 926.0}}",0.5305430075412528,"{'0.0': {'precision': 0.5116279069767442, 'recall': 0.5249457700650759, 'f1-score': 0.5182012847965739, 'support': 461.0}, '1.0': {'precision': 0.5176211453744494, 'recall': 0.5042918454935622, 'f1-score': 0.5108695652173914, 'support': 466.0}, 'accuracy': 0.5145631067961165, 'macro avg': {'precision': 0.5146245261755968, 'recall': 0.514618807779319, 'f1-score': 0.5145354250069827, 'support': 927.0}, 'weighted avg': {'precision': 0.5146406891701969, 'recall': 0.5145631067961165, 'f1-score': 0.5145156523004584, 'support': 927.0}}",0.514618807779319
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI15_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch5_D_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5193482688391039, 'recall': 0.5616740088105727, 'f1-score': 0.5396825396825398, 'support': 454.0}, '1.0': {'precision': 0.542528735632184, 'recall': 0.5, 'f1-score': 0.5203969128996693, 'support': 472.0}, 'accuracy': 0.5302375809935205, 'macro avg': {'precision': 0.5309385022356439, 'recall': 0.5308370044052864, 'f1-score': 0.5300397262911045, 'support': 926.0}, 'weighted avg': {'precision': 0.5311637983491836, 'recall': 0.5302375809935205, 'f1-score': 0.5298522849940788, 'support': 926.0}}",0.5308370044052864,"{'0.0': {'precision': 0.5, 'recall': 0.5292841648590022, 'f1-score': 0.5142255005268704, 'support': 461.0}, '1.0': {'precision': 0.5056947608200456, 'recall': 0.47639484978540775, 'f1-score': 0.4906077348066299, 'support': 466.0}, 'accuracy': 0.5026968716289104, 'macro avg': {'precision': 0.5028473804100229, 'recall': 0.502839507322205, 'f1-score': 0.5024166176667502, 'support': 927.0}, 'weighted avg': {'precision': 0.5028627384489118, 'recall': 0.5026968716289104, 'f1-score': 0.502352923584441, 'support': 927.0}}",0.502839507322205
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI15_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch5_D_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5214723926380368, 'recall': 0.5616740088105727, 'f1-score': 0.5408271474019087, 'support': 454.0}, '1.0': {'precision': 0.5446224256292906, 'recall': 0.5042372881355932, 'f1-score': 0.5236523652365236, 'support': 472.0}, 'accuracy': 0.5323974082073434, 'macro avg': {'precision': 0.5330474091336637, 'recall': 0.532955648473083, 'f1-score': 0.5322397563192162, 'support': 926.0}, 'weighted avg': {'precision': 0.5332724094543131, 'recall': 0.5323974082073434, 'f1-score': 0.532072830790611, 'support': 926.0}}",0.532955648473083,"{'0.0': {'precision': 0.5041666666666667, 'recall': 0.5249457700650759, 'f1-score': 0.514346439957492, 'support': 461.0}, '1.0': {'precision': 0.5100671140939598, 'recall': 0.4892703862660944, 'f1-score': 0.4994523548740416, 'support': 466.0}, 'accuracy': 0.5070118662351673, 'macro avg': {'precision': 0.5071168903803132, 'recall': 0.5071080781655852, 'f1-score': 0.5068993974157667, 'support': 927.0}, 'weighted avg': {'precision': 0.5071328031295778, 'recall': 0.5070118662351673, 'f1-score': 0.5068592299802667, 'support': 927.0}}",0.5071080781655852
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI15_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch5_D_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5196687370600414, 'recall': 0.552863436123348, 'f1-score': 0.535752401280683, 'support': 454.0}, '1.0': {'precision': 0.5417607223476298, 'recall': 0.5084745762711864, 'f1-score': 0.5245901639344263, 'support': 472.0}, 'accuracy': 0.5302375809935205, 'macro avg': {'precision': 0.5307147297038356, 'recall': 0.5306690061972672, 'f1-score': 0.5301712826075546, 'support': 926.0}, 'weighted avg': {'precision': 0.5309294466234774, 'recall': 0.5302375809935205, 'f1-score': 0.5300627943396105, 'support': 926.0}}",0.5306690061972672,"{'0.0': {'precision': 0.5052854122621564, 'recall': 0.5184381778741866, 'f1-score': 0.5117773019271948, 'support': 461.0}, '1.0': {'precision': 0.5110132158590308, 'recall': 0.4978540772532189, 'f1-score': 0.5043478260869565, 'support': 466.0}, 'accuracy': 0.5080906148867314, 'macro avg': {'precision': 0.5081493140605936, 'recall': 0.5081461275637027, 'f1-score': 0.5080625640070757, 'support': 927.0}, 'weighted avg': {'precision': 0.5081647612116099, 'recall': 0.5080906148867314, 'f1-score': 0.5080425276644644, 'support': 927.0}}",0.5081461275637027
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI15_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_K_At_Entry', 'Stoch7_D_At_Entry', 'BB5_High_At_Entry', 'BB5_Low_At_Entry', 'BB5_MAvg_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5221774193548387, 'recall': 0.5704845814977973, 'f1-score': 0.5452631578947369, 'support': 454.0}, '1.0': {'precision': 0.5465116279069767, 'recall': 0.4978813559322034, 'f1-score': 0.5210643015521064, 'support': 472.0}, 'accuracy': 0.5334773218142549, 'macro avg': {'precision': 0.5343445236309077, 'recall': 0.5341829687150004, 'f1-score': 0.5331637297234216, 'support': 926.0}, 'weighted avg': {'precision': 0.5345810332172677, 'recall': 0.5334773218142549, 'f1-score': 0.5329285356552967, 'support': 926.0}}",0.5341829687150004,"{'0.0': {'precision': 0.5100806451612904, 'recall': 0.5488069414316703, 'f1-score': 0.5287356321839081, 'support': 461.0}, '1.0': {'precision': 0.5174013921113689, 'recall': 0.47854077253218885, 'f1-score': 0.49721293199554073, 'support': 466.0}, 'accuracy': 0.5134843581445523, 'macro avg': {'precision': 0.5137410186363296, 'recall': 0.5136738569819296, 'f1-score': 0.5129742820897244, 'support': 927.0}, 'weighted avg': {'precision': 0.5137607617510818, 'recall': 0.5134843581445523, 'f1-score': 0.5128892694139198, 'support': 927.0}}",0.5136738569819296
"['SMA5_At_Entry', 'SMA10_At_Entry', 'EMA7_At_Entry', 'EMA10_At_Entry', 'RSI5_At_Entry', 'RSI15_At_Entry', 'ATR5_At_Entry', 'ATR15_At_Entry', 'Stoch5_D_At_Entry', 'Stoch7_K_At_Entry', 'BB10_High_At_Entry', 'BB10_Low_At_Entry', 'BB10_MAvg_At_Entry', 'BB15_High_At_Entry', 'BB15_Low_At_Entry', 'BB15_MAvg_At_Entry', 'Open', 'High', 'Low', 'Last', 'MACD_At_Entry', 'Day_Of_Week_At_Entry', 'ROC14_At_Entry']","{'0.0': {'precision': 0.5274949083503055, 'recall': 0.5704845814977973, 'f1-score': 0.548148148148148, 'support': 454.0}, '1.0': {'precision': 0.5517241379310345, 'recall': 0.5084745762711864, 'f1-score': 0.5292171995589857, 'support': 472.0}, 'accuracy': 0.5388768898488121, 'macro avg': {'precision': 0.53960952314067, 'recall': 0.5394795788844919, 'f1-score': 0.5386826738535668, 'support': 926.0}, 'weighted avg': {'precision': 0.5398450124130529, 'recall': 0.5388768898488121, 'f1-score': 0.5384986797528083, 'support': 926.0}}",0.5394795788844918,"{'0.0': {'precision': 0.5145228215767634, 'recall': 0.5379609544468547, 'f1-score': 0.5259809119830329, 'support': 461.0}, '1.0': {'precision': 0.5213483146067416, 'recall': 0.4978540772532189, 'f1-score': 0.5093304061470912, 'support': 466.0}, 'accuracy': 0.517799352750809, 'macro avg': {'precision': 0.5179355680917526, 'recall': 0.5179075158500368, 'f1-score': 0.5176556590650621, 'support': 927.0}, 'weighted avg': {'precision': 0.5179539755702584, 'recall': 0.517799352750809, 'f1-score': 0.5176107547882661, 'support': 927.0}}",0.5179075158500368
