Trade_ID,Strategy,Profit_Loss,Predicted_Confidence,Rescaled_Confidence,Allocated_Capital,Strat_Cum,Total_Cum,Entry_Date
Strategy_4_T3777,strategy_1,-0.0472000000000001,0.41859858965634117,-0.16280282068731766,33.655437401704404,34.68747130350031,133.03321296145717,2002-10-09
Strategy_4_T3782,strategy_1,-0.1577000000000001,0.3730193480376166,-0.2539613039247668,33.25830324036429,29.44263688249486,127.78837854045172,2002-10-21
Strategy_4_T3785,strategy_1,-0.0549999999999997,0.5238639005093474,0.04772780101869478,31.94709463511293,27.685546677563657,126.0312883355205,2002-10-24
Strategy_1_T3803,strategy_4,0.0499999999999989,0.33406849574783115,-0.3318630085043377,31.507822083880125,25.361117420738132,127.60667943971447,2002-12-12
Strategy_4_T3813,strategy_1,0.1172000000000004,0.3509807669478097,-0.29803846610438056,31.901669859928617,31.424422385147302,131.3455551472981,2003-01-07
Strategy_2_T3815,strategy_2,0.1799999999999997,0.4573371534163521,-0.08532569316729577,32.83638878682453,54.542654146877396,137.25610512892652,2003-01-14
Strategy_2_T3820,strategy_2,0.0952000000000001,0.3903984018670337,-0.21920319626593265,34.31402628223163,57.80934944894585,140.52280043099498,2003-01-16
Strategy_2_T3826,strategy_2,-0.0797999999999987,0.6153896887849302,0.23077937756986033,35.130700107748744,55.005919580347545,137.71937056239668,2003-01-22
Strategy_4_T3827,strategy_1,-0.0797999999999987,0.6829614314461171,0.3659228628922342,35.130700107748744,28.620992516549,134.91594069379838,2003-01-22
Strategy_1_T3834,strategy_4,0.0423000000000008,0.40289515194933284,-0.19420969610133432,33.728985173449594,26.787853493575078,136.34267676663532,2003-02-05
Strategy_4_T3836,strategy_1,0.1187999999999984,0.3423598343335087,-0.3152803313329826,34.08566919165883,32.670370016518014,140.39205426660433,2003-02-10
Strategy_4_T3846,strategy_1,-0.0769000000000001,0.34090060928419674,-0.3181987814316065,35.09801356665108,29.971332773242544,137.69301702332888,2003-03-03
Strategy_2_T3861,strategy_2,-0.0929999999999999,0.6301104682144499,0.2602209364288999,34.42325425583222,51.80455693455515,134.49165437753646,2003-03-24
